Date,NDVI_MODIS,NDVI_Landsat7,NDVI_Landsat8,NDSI_Snow_Cover,SnowFree,SnowFree_Interp,NDVI_MODIS_Interp,Snow,DSSM,NDVI
2008-01-24,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-01-25,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-01-26,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-01-27,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-01-28,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-01-29,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-01-30,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-01-31,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-01,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-02,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-03,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-04,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-05,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-06,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-07,-0.035,,,54.26,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-08,-0.035,,,54.0,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-09,-0.035,,,58.665,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-10,-0.035,,,58.302,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-11,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-12,-0.035,,,60.0,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-13,-0.035,,,67.512,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-14,-0.035,,,58.218999999999994,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-15,-0.035,,,69.67,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-16,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-17,-0.035,,,65.0,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-18,-0.035,,,73.056,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-19,-0.035,,,71.781,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-20,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-21,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-22,-0.035,,,56.0,0.0,0,0,0.0,0.0,0.010197445672669121
2008-02-23,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-24,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-25,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-26,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-27,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-28,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-02-29,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-01,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-02,-0.035,,,70.814,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-03,-0.035,,,74.493,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-04,-0.035,,,81.219,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-05,-0.035,,,81.86,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-06,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-07,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-08,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-09,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-10,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-11,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-12,-0.035,,,70.637,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-13,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-14,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-15,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-16,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-17,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-18,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-19,-0.035,,,64.422,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-20,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-21,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-22,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-23,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-24,-0.035,,,69.149,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-25,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-26,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-27,-0.035,,,75.14399999999999,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-28,-0.035,0.002,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-29,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-03-30,-0.035,0.023,,76.14,0.0,0,0,0.0,0.0,0.010197445672669121
2008-03-31,-0.035,,,77.14,0.0,0,0,0.0,0.0,0.010197445672669121
2008-04-01,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-02,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-03,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-04,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-05,-0.035,,,82.14,0.0,0,0,0.0,0.0,0.010197445672669121
2008-04-06,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-07,-0.035,,,80.367,0.0,0,0,0.0,0.0,0.010197445672669121
2008-04-08,-0.035,,,73.553,0.0,0,0,0.0,0.0,0.010197445672669121
2008-04-09,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-10,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-11,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-12,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-13,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-04-14,-0.034,,,67.843,0.0,0,0,0.0,0.0,0.01099039803548204
2008-04-15,-0.034,,,73.502,0.0,0,0,0.0,0.0,0.01099039803548204
2008-04-16,-0.031,,,,0.0,1,0,0.0,0.0,0.013369255123920797
2008-04-17,-0.027999999999999997,,,,0.0,1,0,0.0,0.0,0.015748112212359555
2008-04-18,-0.027999999999999997,,,77.005,0.0,0,0,0.0,0.0,0.015748112212359555
2008-04-19,-0.027999999999999997,,,78.367,0.0,0,0,0.0,0.0,0.015748112212359555
2008-04-20,-0.027999999999999997,,,,0.0,1,0,0.0,0.0,0.015748112212359555
2008-04-21,-0.027999999999999997,,,,0.0,1,0,0.0,0.0,0.015748112212359555
2008-04-22,-0.027999999999999997,0.152,,80.0,0.0,0,0,0.0,0.0,0.015748112212359555
2008-04-23,-0.027999999999999997,,,74.642,0.0,0,0,0.0,0.0,0.015748112212359555
2008-04-24,-0.027999999999999997,,,77.005,0.0,0,0,0.0,0.0,0.015748112212359555
2008-04-25,-0.027999999999999997,,,79.14,0.0,0,0,0.0,0.0,0.015748112212359555
2008-04-26,-0.027999999999999997,,,,0.0,1,0,0.0,0.0,0.015748112212359555
2008-04-27,-0.027999999999999997,,,,0.0,1,0,0.0,0.0,0.015748112212359555
2008-04-28,-0.027999999999999997,,,,0.0,1,0,0.0,0.0,0.015748112212359555
2008-04-29,-0.0295,,,,0.0,1,0,0.0,0.0,0.014558683668140174
2008-04-30,-0.031,,,,0.0,1,0,0.0,0.0,0.013369255123920797
2008-05-01,-0.031,,,,0.0,1,0,0.0,0.0,0.013369255123920797
2008-05-02,-0.033,,,,0.0,1,0,0.0,0.0,0.011783350398294961
2008-05-03,-0.033,,,,0.0,1,0,0.0,0.0,0.011783350398294961
2008-05-04,-0.033,,,,0.0,1,0,0.0,0.0,0.011783350398294961
2008-05-05,-0.033,,,,0.0,1,0,0.0,0.0,0.011783350398294961
2008-05-06,-0.033,,,,0.0,1,0,0.0,0.0,0.011783350398294961
2008-05-07,-0.035,,,79.502,0.0,0,0,0.0,0.0,0.010197445672669121
2008-05-08,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-05-09,-0.035,,,,0.0,1,0,0.0,0.0,0.010197445672669121
2008-05-10,-0.042,,,,0.0,1,0,0.0,0.0,0.004646779132978694
2008-05-11,-0.053,,,,0.0,1,0,0.0,0.0,-0.004075696857963405
2008-05-12,-0.055,,,,0.0,1,0,0.0,0.0,-0.005661601583589242
2008-05-13,-0.055999999999999994,,,,0.0,1,0,0.0,0.0,-0.006454553946402153
2008-05-14,-0.057,,,,0.0,1,0,0.0,0.0,-0.007247506309215078
2008-05-15,-0.057999999999999996,,,,0.0,1,0,0.0,0.0,-0.00804045867202799
2008-05-16,-0.048,,,84.86,0.0,0,0,0.0,0.0,-0.00011093504389881464
2008-05-17,-0.048,0.18899999999999997,,,0.0,1,0,0.0,0.0,-0.00011093504389881464
2008-05-18,-0.048,,,75.586,0.0,0,0,0.0,0.0,-0.00011093504389881464
2008-05-19,-0.048,,,,0.0,1,0,0.0,0.0,-0.00011093504389881464
2008-05-20,-0.048,,,,0.0,1,0,0.0,0.0,-0.00011093504389881464
2008-05-21,-0.048,,,,0.0,1,0,0.0,0.0,-0.00011093504389881464
2008-05-22,-0.048,,,83.191,0.0,0,0,0.0,0.0,-0.00011093504389881464
2008-05-23,-0.048,,,68.535,0.0,0,0,0.0,0.0,-0.00011093504389881464
2008-05-24,-0.053,,,43.647,0.0,0,0,0.0,0.0,-0.004075696857963405
2008-05-25,-0.053,,,0.0,1.0,0,0,1.0,1.0,-0.004785465680260028
2008-05-26,-0.048,,,0.0,1.0,0,0,1.0,2.0,-0.001530472688492059
2008-05-27,-0.038,,,,1.0,1,0,1.0,3.0,0.005689282117340504
2008-05-28,-0.031,,,,1.0,1,0,1.0,4.0,0.010530179834734308
2008-05-29,-0.031,,,,1.0,1,0,1.0,5.0,0.009820411012437686
2008-05-30,0.0155,,,,1.0,1,0,1.0,6.0,0.04598292706094176
2008-05-31,0.062,,,0.0,1.0,0,0,1.0,7.0,0.08214544310944583
2008-06-01,0.19399999999999998,,,,0.0,1,0,1.0,8.0,0.1861053861784544
2008-06-02,0.192,,,66.0,0.0,0,0,1.0,9.0,0.18380971263053197
2008-06-03,0.257,,,0.0,1.0,0,0,1.0,10.0,0.23464184739107505
2008-06-04,0.24,,,0.0,1.0,0,0,1.0,11.0,0.2204518884009588
2008-06-05,0.242,,,,1.0,1,0,1.0,12.0,0.22132802430428802
2008-06-06,0.248,,,,1.0,1,0,1.0,13.0,0.2253759696588689
2008-06-07,0.257,,,0.0,1.0,0,0,1.0,14.0,0.23180277210188854
2008-06-08,0.259,,,0.0,1.0,0,0,1.0,15.0,0.23267890800521776
2008-06-09,0.272,,,,1.0,1,0,1.0,16.0,0.2422775198994891
2008-06-10,0.27,,,0.0,1.0,0,0,1.0,17.0,0.2399818463515666
2008-06-11,0.272,,,0.0,1.0,0,0,1.0,18.0,0.24085798225489585
2008-06-12,0.292,,,0.0,1.0,0,0,1.0,19.0,0.2560072606888576
2008-06-13,0.306,,,,1.0,1,0,1.0,20.0,0.2663988249459418
2008-06-14,0.318,,,0.0,1.0,0,0,1.0,21.0,0.2752044844774002
2008-06-15,0.321,,,0.0,1.0,0,0,1.0,22.0,0.27687357274354235
2008-06-16,0.33299999999999996,0.258,,0.0,1.0,0,0,1.0,23.0,0.2856792322750007
2008-06-17,0.33799999999999997,,,0.0,1.0,0,0,1.0,24.0,0.2889342252667687
2008-06-18,0.355,,,,1.0,1,0,1.0,25.0,0.3017046466122917
2008-06-19,0.368,,,0.0,1.0,0,0,1.0,26.0,0.31130325850656304
2008-06-20,0.376,,,0.0,1.0,0,0,1.0,27.0,0.3169371085867697
2008-06-21,0.376,,,0.0,1.0,0,0,1.0,28.0,0.31622733976447315
2008-06-22,0.384,,,0.0,1.0,0,0,1.0,29.0,0.3218611898446798
2008-06-23,0.387,,,0.0,1.0,0,0,1.0,30.0,0.32353027811082197
2008-06-24,0.39799999999999996,,,0.0,1.0,0,0,1.0,31.0,0.3315429852794674
2008-06-25,0.402,0.31,,0.0,1.0,0,0,1.0,32.0,0.3340050259084225
2008-06-26,0.41,,,0.0,1.0,0,0,1.0,33.0,0.3396388759886292
2008-06-27,0.415,,,0.0,1.0,0,0,1.0,34.0,0.34289386898039714
2008-06-28,0.426,,,0.0,1.0,0,0,1.0,35.0,0.35090657614904264
2008-06-29,0.433,,,0.0,1.0,0,0,1.0,36.0,0.35574747386643646
2008-06-30,0.446,,,0.0,1.0,0,0,1.0,37.0,0.36534608576070776
2008-07-01,0.452,,,,1.0,1,0,1.0,38.0,0.3693940311152887
2008-07-02,0.457,,,,1.0,1,0,1.0,39.0,0.37264902410705664
2008-07-03,0.46799999999999997,,,0.0,1.0,0,0,1.0,40.0,0.38066173127570213
2008-07-04,0.469,0.344,,0.0,1.0,0,0,1.0,41.0,0.3807449148162184
2008-07-05,0.475,,,0.0,1.0,0,0,1.0,42.0,0.3847928601707993
2008-07-06,0.478,,,0.0,1.0,0,0,1.0,43.0,0.3864619484369414
2008-07-07,0.48100000000000004,,,0.0,1.0,0,0,1.0,44.0,0.38813103670308363
2008-07-08,0.485,,,0.0,1.0,0,0,1.0,45.0,0.39059307733203863
2008-07-09,0.488,,,,1.0,1,0,1.0,46.0,0.3922621655981807
2008-07-10,0.49,,,0.0,1.0,0,0,1.0,47.0,0.3931383015015099
2008-07-11,0.489,,,,1.0,1,0,1.0,48.0,0.3916355803164004
2008-07-12,0.489,,,0.0,1.0,0,0,1.0,49.0,0.39092581149410377
2008-07-13,0.49,,,0.0,1.0,0,0,1.0,50.0,0.39100899503462005
2008-07-14,0.488,,,0.0,1.0,0,0,1.0,51.0,0.3887133214866976
2008-07-15,0.49,,,,1.0,1,0,1.0,52.0,0.3895894573900268
2008-07-16,0.478,,,,1.0,1,0,1.0,53.0,0.3793642602139752
2008-07-17,0.478,,,,1.0,1,0,1.0,54.0,0.37865449139167856
2008-07-18,0.47700000000000004,,,0.0,1.0,0,0,1.0,55.0,0.3771517702065691
2008-07-19,0.47,,,,1.0,1,0,1.0,56.0,0.370891334844582
2008-07-20,0.474,,,,1.0,1,0,1.0,57.0,0.37335337547353703
2008-07-21,0.48,,,,1.0,1,0,1.0,58.0,0.37740132082811795
2008-07-22,0.47200000000000003,,,,1.0,1,0,1.0,59.0,0.370347933103318
2008-07-23,0.47100000000000003,,,0.0,1.0,0,0,1.0,60.0,0.36884521191820846
2008-07-24,0.47200000000000003,,,,1.0,1,0,1.0,61.0,0.36892839545872474
2008-07-25,0.473,,,0.0,1.0,0,0,1.0,62.0,0.36901157899924103
2008-07-26,0.474,,,0.0,1.0,0,0,1.0,63.0,0.36909476253975726
2008-07-27,0.474,,,0.0,1.0,0,0,1.0,64.0,0.3683849937174607
2008-07-28,0.47600000000000003,,,0.0,1.0,0,0,1.0,65.0,0.36926112962078994
2008-07-29,0.478,,,0.0,1.0,0,0,1.0,66.0,0.3701372655241191
2008-07-30,0.478,,,,1.0,1,0,1.0,67.0,0.36942749670182246
2008-07-31,0.478,,,,1.0,1,0,1.0,68.0,0.36871772787952584
2008-08-01,0.494,,,,1.0,1,0,1.0,69.0,0.3806951968622359
2008-08-02,0.494,,,,1.0,1,0,1.0,70.0,0.3799854280399393
2008-08-03,0.494,,,,1.0,1,0,1.0,71.0,0.37927565921764267
2008-08-04,0.489,,,0.0,1.0,0,0,1.0,72.0,0.3746011285812815
2008-08-05,0.494,,,,1.0,1,0,1.0,73.0,0.37785612157304943
2008-08-06,0.504,,,,1.0,1,0,1.0,74.0,0.385075876378882
2008-08-07,0.585,,,,1.0,1,0,1.0,75.0,0.44859524894443176
2008-08-08,0.552,,,,1.0,1,0,1.0,76.0,0.4217180521493089
2008-08-09,0.513,,,,1.0,1,0,1.0,77.0,0.3900831411773084
2008-08-10,0.513,,,,1.0,1,0,1.0,78.0,0.3893733723550118
2008-08-11,0.514,,,,1.0,1,0,1.0,79.0,0.38945655589552813
2008-08-12,0.514,,,0.0,1.0,0,0,1.0,80.0,0.3887467870732315
2008-08-13,0.515,,,,1.0,1,0,1.0,81.0,0.3888299706137478
2008-08-14,0.514,,,,1.0,1,0,1.0,82.0,0.3873272494286383
2008-08-15,0.514,,,,1.0,1,0,1.0,83.0,0.3866174806063416
2008-08-16,0.513,,,0.0,1.0,0,0,1.0,84.0,0.385114759421232
2008-08-17,0.513,,,,1.0,1,0,1.0,85.0,0.3844049905989354
2008-08-18,0.447,,,,1.0,1,0,1.0,86.0,0.3313603658309862
2008-08-19,0.444,,,,1.0,1,0,1.0,87.0,0.3282717399202508
2008-08-20,0.442,,,,1.0,1,0,1.0,88.0,0.32597606637232834
2008-08-21,0.41100000000000003,,,,1.0,1,0,1.0,89.0,0.3006847743028313
2008-08-22,0.408,,,,1.0,1,0,1.0,90.0,0.29759614839209586
2008-08-23,0.40700000000000003,,,,1.0,1,0,1.0,91.0,0.2960934272069864
2008-08-24,0.40399999999999997,,,,1.0,1,0,1.0,92.0,0.29300480129625095
2008-08-25,0.375,,,0.0,1.0,0,0,1.0,93.0,0.2692994139523798
2008-08-26,0.375,,,,1.0,1,0,1.0,94.0,0.26858964513008315
2008-08-27,0.373,,,,1.0,1,0,1.0,95.0,0.26629397158216067
2008-08-28,0.373,,,,1.0,1,0,1.0,96.0,0.26558420275986405
2008-08-29,0.374,,,,1.0,1,0,1.0,97.0,0.26566738630038034
2008-08-30,0.376,,,,1.0,1,0,1.0,98.0,0.2665435222037096
2008-08-31,0.37799999999999995,,,,1.0,1,0,1.0,99.0,0.2674196581070387
2008-09-01,0.379,,,,1.0,1,0,1.0,100.0,0.2675028416475551
2008-09-02,0.38,,,,1.0,1,0,1.0,101.0,0.2675860251880714
2008-09-03,0.395,,,0.0,1.0,0,0,1.0,102.0,0.27877054180796856
2008-09-04,0.39399999999999996,,,0.0,1.0,0,0,1.0,103.0,0.27726782062285893
2008-09-05,0.39399999999999996,,,,1.0,1,0,1.0,104.0,0.2765580518005623
2008-09-06,0.39299999999999996,,,,1.0,1,0,1.0,105.0,0.27505533061545273
2008-09-07,0.39299999999999996,,,,1.0,1,0,1.0,106.0,0.2743455617931561
2008-09-08,0.42700000000000005,,,,1.0,1,0,1.0,107.0,0.3005961733064988
2008-09-09,0.428,,,,1.0,1,0,1.0,108.0,0.3006793568470151
2008-09-10,0.42700000000000005,,,,1.0,1,0,1.0,109.0,0.29917663566190555
2008-09-11,0.40399999999999997,,,,1.0,1,0,1.0,110.0,0.28022896249491175
2008-09-12,0.382,,,,1.0,1,0,1.0,111.0,0.26207424169073096
2008-09-13,0.384,,,,1.0,1,0,1.0,112.0,0.2629503775940602
2008-09-14,0.384,,,,1.0,1,0,1.0,113.0,0.2622406087717636
2008-09-15,0.38299999999999995,,,0.0,1.0,0,0,1.0,114.0,0.260737887586654
2008-09-16,0.382,,,,1.0,1,0,1.0,115.0,0.2592351664015445
2008-09-17,0.381,,,0.0,1.0,0,0,1.0,116.0,0.25773244521643496
2008-09-18,0.38,,,0.0,1.0,0,0,1.0,117.0,0.2562297240313254
2008-09-19,0.37799999999999995,,,0.0,1.0,0,0,1.0,118.0,0.2539340504834029
2008-09-20,0.37799999999999995,,,,1.0,1,0,1.0,119.0,0.25322428166110633
2008-09-21,0.377,,,,1.0,1,0,1.0,120.0,0.2517215604759968
2008-09-22,0.376,,,,1.0,1,0,1.0,121.0,0.2502188392908873
2008-09-23,0.375,,,,1.0,1,0,0.0,0.0,0.33530791442596564
2008-09-24,0.374,,,,0.0,1,0,0.0,0.0,0.3345149620631527
2008-09-25,0.374,,,,0.0,1,0,0.0,0.0,0.3345149620631527
2008-09-26,-0.03,,,,0.0,1,0,0.0,0.0,0.014162207486733715
2008-09-27,-0.03,,,,0.0,1,0,0.0,0.0,0.014162207486733715
2008-09-28,-0.03,,,,0.0,1,0,0.0,0.0,0.014162207486733715
2008-09-29,-0.028999999999999998,,,,0.0,1,0,0.0,0.0,0.014955159849546637
2008-09-30,-0.028999999999999998,,,48.0,0.0,0,0,0.0,0.0,0.014955159849546637
2008-10-01,-0.034,,,,0.0,1,0,0.0,0.0,0.01099039803548204
2008-10-02,-0.036000000000000004,,,74.0,0.0,0,0,0.0,0.0,0.009404493309856203
2008-10-03,-0.036000000000000004,,,,0.0,1,0,0.0,0.0,0.009404493309856203
2008-10-04,-0.036000000000000004,,,75.084,0.0,0,0,0.0,0.0,0.009404493309856203
2008-10-05,-0.036000000000000004,,,,0.0,1,0,0.0,0.0,0.009404493309856203
2008-10-06,-0.036000000000000004,,,,0.0,1,0,0.0,0.0,0.009404493309856203
2008-10-07,-0.037000000000000005,,,68.805,0.0,0,0,0.0,0.0,0.008611540947043285
2008-10-08,-0.037000000000000005,,,67.205,0.0,0,0,0.0,0.0,0.008611540947043285
2008-10-09,-0.038,,,,0.0,1,0,0.0,0.0,0.00781858858423037
2008-10-10,-0.040999999999999995,,,,0.0,1,0,0.0,0.0,0.005439731495791619
2008-10-11,-0.044000000000000004,,,77.223,0.0,0,0,0.0,0.0,0.003060874407352858
2008-10-12,-0.044000000000000004,,,,0.0,1,0,0.0,0.0,0.003060874407352858
2008-10-13,-0.051,,,,0.0,1,0,0.0,0.0,-0.002489792132337562
2008-10-14,-0.052000000000000005,,,,0.0,1,0,0.0,0.0,-0.0032827444951504872
2008-10-15,-0.018000000000000002,,,69.447,0.0,0,0,0.0,0.0,0.023677635840488733
2008-10-16,-0.016,,,,0.0,1,0,0.0,0.0,0.025263540566114573
2008-10-17,-0.051,,,79.219,0.0,0,0,0.0,0.0,-0.002489792132337562
2008-10-18,0.015,,,73.781,0.0,0,0,0.0,0.0,0.049845063813315035
2008-10-19,0.015,,,,0.0,1,0,0.0,0.0,0.049845063813315035
2008-10-20,-0.073,,,,0.0,1,0,0.0,0.0,-0.019934744114221768
2008-10-21,-0.073,,,59.721000000000004,0.0,0,0,0.0,0.0,-0.019934744114221768
2008-10-22,-0.073,,,,0.0,1,0,0.0,0.0,-0.019934744114221768
2008-10-23,-0.073,,,47.0,0.0,0,0,0.0,0.0,-0.019934744114221768
2008-10-24,-0.073,,,,0.0,1,0,0.0,0.0,-0.019934744114221768
2008-10-25,-0.073,,,,0.0,1,0,0.0,0.0,-0.019934744114221768
2008-10-26,-0.07282608695652174,,,66.805,0.0,0,0,0.0,0.0,-0.01979683935547169
2008-10-27,-0.07265217391304347,,,71.358,0.0,0,0,0.0,0.0,-0.01965893459672162
2008-10-28,-0.07247826086956521,,,74.419,0.0,0,0,0.0,0.0,-0.01952102983797155
2008-10-29,-0.07230434782608695,,,75.14,0.0,0,0,0.0,0.0,-0.019383125079221478
2008-10-30,-0.0721304347826087,,,,0.0,1,0,0.0,0.0,-0.019245220320471407
2008-10-31,-0.07195652173913043,,,,0.0,1,0,0.0,0.0,-0.01910731556172133
2008-11-01,-0.07178260869565217,,,,0.0,1,0,0.0,0.0,-0.018969410802971258
2008-11-02,-0.07160869565217391,,,,0.0,1,0,0.0,0.0,-0.018831506044221187
2008-11-03,-0.07143478260869565,,,,0.0,1,0,0.0,0.0,-0.018693601285471116
2008-11-04,-0.07126086956521739,,,,0.0,1,0,0.0,0.0,-0.018555696526721045
2008-11-05,-0.07108695652173913,,,,0.0,1,0,0.0,0.0,-0.018417791767970967
2008-11-06,-0.07091304347826087,,,,0.0,1,0,0.0,0.0,-0.018279887009220896
2008-11-07,-0.07073913043478261,,,,0.0,1,0,0.0,0.0,-0.018141982250470826
2008-11-08,-0.07056521739130435,,,,0.0,1,0,0.0,0.0,-0.018004077491720755
2008-11-09,-0.07039130434782609,,,,0.0,1,0,0.0,0.0,-0.017866172732970677
2008-11-10,-0.07021739130434781,,,,0.0,1,0,0.0,0.0,-0.0177282679742206
2008-11-11,-0.07004347826086955,,,,0.0,1,0,0.0,0.0,-0.01759036321547052
2008-11-12,-0.0698695652173913,,,,0.0,1,0,0.0,0.0,-0.01745245845672045
2008-11-13,-0.06969565217391303,,,,0.0,1,0,0.0,0.0,-0.01731455369797038
2008-11-14,-0.06952173913043477,,,,0.0,1,0,0.0,0.0,-0.01717664893922031
2008-11-15,-0.06934782608695651,,,,0.0,1,0,0.0,0.0,-0.017038744180470237
2008-11-16,-0.06917391304347825,,,,0.0,1,0,0.0,0.0,-0.01690083942172016
2008-11-17,-0.06899999999999999,,,,0.0,1,0,0.0,0.0,-0.01676293466297009
2008-11-18,-0.06882608695652173,,,,0.0,1,0,0.0,0.0,-0.016625029904220018
2008-11-19,-0.06865217391304347,,,,0.0,1,0,0.0,0.0,-0.016487125145469947
2008-11-20,-0.06847826086956521,,,,0.0,1,0,0.0,0.0,-0.016349220386719876
2008-11-21,-0.06830434782608695,,,,0.0,1,0,0.0,0.0,-0.016211315627969798
2008-11-22,-0.06813043478260869,,,,0.0,1,0,0.0,0.0,-0.016073410869219727
